"N" "Gill,Gill" "Gill,GIT" "Gill,Lung" "Gill,Mouth" "Gill,Skin" "Gill,Swimbladder" "GIT,Gill" "GIT,GIT" "GIT,Lung" "GIT,Mouth" "GIT,Skin" "GIT,Swimbladder" "Lung,Gill" "Lung,GIT" "Lung,Lung" "Lung,Mouth" "Lung,Skin" "Lung,Swimbladder" "Mouth,Gill" "Mouth,GIT" "Mouth,Lung" "Mouth,Mouth" "Mouth,Skin" "Mouth,Swimbladder" "Skin,Gill" "Skin,GIT" "Skin,Lung" "Skin,Mouth" "Skin,Skin" "Skin,Swimbladder" "Swimbladder,Gill" "Swimbladder,GIT" "Swimbladder,Lung" "Swimbladder,Mouth" "Swimbladder,Skin" "Swimbladder,Swimbladder" "gains" "losses"
"419" 84 0 17 3 25 19 14 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 78 6
"425" 82 0 17 2 26 19 10 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 74 7
"435" 82 0 17 2 25 19 14 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 5
"445" 83 0 18 1 26 19 11 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 75 6
"455" 84 0 18 2 25 18 12 0 0 0 0 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 75 7
"465" 82 0 17 2 26 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"475" 82 0 17 0 25 19 12 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 73 8
"485" 84 0 17 0 25 19 14 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 75 8
"495" 84 0 17 2 26 20 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 76 7
"505" 82 0 17 2 25 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 75 6
"519" 84 0 19 2 25 17 14 0 0 0 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 77 4
"525" 87 0 18 4 26 19 10 0 0 0 0 0 1 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 77 9
"535" 82 0 17 2 26 19 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 75 6
"545" 83 0 17 1 25 18 13 0 0 0 0 0 0 2 0 0 0 1 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 74 7
"555" 82 0 17 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 76 5
"565" 84 0 17 0 25 19 12 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 73 10
"575" 85 0 17 2 26 19 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 3 0 0 0 0 0 2 0 0 0 0 0 75 9
"585" 83 0 17 2 25 19 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 77 5
"595" 84 0 17 2 25 20 12 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 76 6
"605" 82 0 17 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 76 5
"619" 82 0 17 2 26 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"625" 83 0 16 3 24 19 14 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 76 5
"635" 84 0 17 3 26 18 14 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 78 4
"645" 82 0 17 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 76 5
"655" 85 0 16 1 26 19 11 0 0 0 0 0 0 2 1 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 73 9
"665" 83 0 17 1 27 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"675" 82 0 17 2 26 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 77 5
"685" 83 0 17 0 25 19 11 0 0 0 0 0 0 2 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 72 11
"695" 82 0 17 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 76 6
"705" 82 0 17 0 25 19 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 74 7
"719" 82 0 17 2 26 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"725" 82 0 17 2 26 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 76 6
"735" 83 0 17 1 27 19 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 75 7
"745" 82 0 17 2 26 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"755" 82 0 17 2 26 19 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 75 6
"765" 85 0 16 3 26 20 14 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 79 5
"775" 83 0 18 1 25 19 10 0 0 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 73 8
"785" 82 0 17 0 26 19 14 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 76 6
"795" 82 0 17 0 25 19 13 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 74 8
"805" 89 0 17 2 27 18 13 2 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 77 9
"819" 82 0 17 2 25 19 12 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 75 7
"825" 83 0 17 2 25 20 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 78 4
"835" 85 0 17 1 28 19 11 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 76 7
"845" 82 0 17 2 26 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 77 5
"855" 87 0 17 2 26 19 13 1 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 77 8
"865" 84 0 17 2 26 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 76 7
"875" 83 0 18 1 25 19 14 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 77 4
"885" 82 0 17 2 25 19 11 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 74 8
"895" 82 0 17 0 26 19 12 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 74 7
"905" 84 0 17 3 25 19 13 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 77 5
"919" 82 0 17 2 26 19 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 4
"925" 85 0 19 2 25 19 11 1 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 76 7
"935" 84 0 18 2 26 19 11 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 76 8
"945" 84 0 16 3 25 19 14 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 77 5
"955" 82 0 17 0 25 19 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 74 7
"965" 82 0 17 2 25 19 11 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 74 7
"975" 82 0 17 0 25 19 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 74 7
"985" 83 0 17 2 25 19 15 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 78 4
"995" 83 0 17 3 26 18 13 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"1005" 85 0 17 0 25 20 11 0 0 0 0 0 0 3 0 0 0 0 1 4 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 73 10
"119" 81 0 18 0 25 18 11 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 72 9
"220" 82 0 18 2 25 17 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 76 5
"320" 82 0 18 0 24 19 12 0 0 0 0 0 0 1 0 0 1 0 0 5 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 73 7
"420" 81 0 18 2 24 18 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 76 5
"520" 81 0 18 2 24 18 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 75 5
"620" 82 0 18 0 23 19 15 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 75 6
"720" 85 0 17 2 25 19 13 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 76 7
"820" 84 0 18 1 25 18 13 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 75 7
"920" 82 0 18 2 23 18 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 75 6
"107" 82 0 19 2 25 18 14 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 3
"1110" 83 0 18 2 24 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 75 7
"126" 83 0 18 3 23 18 15 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 77 5
"136" 82 0 18 3 25 17 13 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 76 4
"146" 84 0 18 3 23 19 14 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 77 6
"156" 82 0 18 1 25 18 14 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 76 6
"166" 82 0 18 2 24 18 14 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 76 6
"176" 85 0 18 1 23 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 1 0 0 0 2 0 0 2 0 0 74 7
"186" 81 0 18 2 23 18 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 73 7
"196" 83 0 19 3 23 17 13 0 0 0 0 1 0 0 0 0 1 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 75 5
"206" 82 0 18 0 25 17 12 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 1 0 72 8
"2110" 81 0 18 2 24 18 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 76 5
"226" 81 0 18 2 25 18 12 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 75 5
"236" 83 0 17 4 24 18 13 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 76 5
"246" 81 0 18 2 24 18 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 75 6
"256" 81 0 18 2 24 18 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 74 7
"266" 83 0 18 0 25 18 12 1 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 2 0 0 1 0 0 73 8
"276" 82 0 18 2 24 18 14 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 76 4
"286" 82 0 18 0 23 18 13 1 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 72 9
"296" 87 0 18 2 24 19 11 0 0 0 0 0 0 2 0 0 0 1 1 3 0 0 0 0 0 1 0 0 0 0 0 4 0 0 1 0 0 74 10
"306" 84 0 19 2 26 18 12 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 77 5
"3110" 84 0 19 0 24 19 12 1 0 0 0 0 0 3 0 0 0 0 1 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 74 8
"326" 82 0 18 2 24 17 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 74 6
"336" 81 0 18 2 24 18 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 75 6
"346" 84 0 19 2 25 17 14 0 0 1 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 77 5
"356" 82 0 18 1 24 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 75 5
"366" 83 0 18 2 24 18 10 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 4 0 0 1 0 0 72 9
"376" 82 0 18 3 23 18 13 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 75 5
"386" 82 0 18 3 24 17 13 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 75 6
"396" 82 0 18 2 25 18 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 74 7
"406" 82 0 17 2 24 20 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 74 6
"4110" 82 0 18 0 23 18 12 0 0 0 0 0 0 3 0 0 0 0 1 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 71 9
"426" 82 0 18 2 23 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 75 6
"436" 84 0 19 1 24 19 13 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 76 7
"446" 81 0 18 0 24 18 14 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 74 7
"456" 81 0 18 2 24 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"466" 82 0 18 0 24 18 12 0 0 0 0 0 0 3 0 0 0 0 1 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 72 8
"476" 83 0 19 1 24 18 14 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 76 6
"486" 81 0 18 2 24 19 14 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 77 3
"496" 81 0 18 2 24 18 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 75 5
"506" 83 0 18 0 23 18 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 3 0 0 0 0 1 0 0 0 1 0 0 72 9
"5110" 81 0 18 0 24 18 12 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 72 8
"526" 82 0 18 2 24 20 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"536" 84 0 20 1 24 18 12 1 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 75 7
"546" 84 0 19 2 22 18 14 1 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 75 8
"556" 82 0 19 2 24 18 11 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 74 7
"566" 81 0 18 2 24 18 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 74 7
"576" 86 0 18 4 23 18 14 0 0 0 0 0 0 0 0 0 2 1 0 3 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 77 4
"586" 85 0 18 1 25 20 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 76 6
"596" 88 0 20 2 22 19 12 1 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 2 1 0 0 1 1 0 75 7
"606" 84 0 18 3 25 19 12 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 77 6
"6110" 81 0 18 2 24 19 13 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 76 4
"626" 81 0 18 2 23 18 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 73 7
"636" 84 0 18 3 25 17 12 0 0 0 0 1 0 0 0 0 0 0 1 4 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 75 6
"646" 83 0 18 3 24 16 14 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 75 5
"656" 82 0 18 2 24 18 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 3 0 0 0 0 0 73 8
"666" 81 0 18 0 24 18 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 73 8
"676" 83 0 18 3 25 18 12 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 76 6
"686" 82 0 18 2 25 19 12 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 76 4
"696" 81 0 18 2 24 18 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 75 5
"706" 82 0 18 2 25 18 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 75 6
"7110" 82 0 19 0 22 19 13 0 0 0 1 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 73 7
"726" 81 0 18 2 24 18 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 74 6
"736" 82 0 19 2 24 17 12 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 74 6
"746" 84 0 17 0 25 20 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 75 5
"756" 85 0 19 2 24 19 15 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 79 6
"766" 81 0 18 2 24 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 75 6
"776" 81 0 18 2 25 18 12 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 75 5
"786" 81 0 18 2 25 18 13 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 76 4
"796" 85 0 19 1 25 18 13 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 76 6
"806" 83 0 18 2 25 18 11 0 0 0 0 0 0 0 0 0 0 0 1 4 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 74 6
"8110" 83 0 19 2 24 17 14 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 76 5
"826" 84 0 18 2 24 17 13 0 0 0 0 0 0 3 0 0 0 1 0 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 74 8
"836" 84 0 18 3 23 20 14 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 78 5
"846" 84 0 18 1 26 19 14 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 78 5
"856" 83 0 18 1 22 19 11 0 0 0 0 0 0 2 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 71 10
"866" 81 0 18 0 24 19 12 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 73 8
"876" 81 0 18 2 25 19 14 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 3
"886" 83 0 18 1 23 19 15 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 76 5
"896" 82 0 17 1 25 19 13 0 0 0 0 0 0 2 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 75 6
"906" 84 0 18 1 25 18 12 0 0 0 0 0 0 3 0 0 0 0 1 3 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 74 8
"9110" 82 0 17 2 25 18 13 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 75 6
"926" 81 0 18 0 24 18 14 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 74 7
"936" 81 0 18 2 25 18 13 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 76 5
"946" 84 0 18 1 23 19 14 0 0 0 0 0 0 2 0 0 1 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 75 7
"956" 84 0 19 2 23 18 15 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 77 6
"966" 83 0 18 3 25 18 13 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 77 4
"976" 81 0 18 0 25 18 10 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 3 0 0 0 0 0 71 9
"986" 82 0 18 0 23 20 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 74 7
"996" 81 0 18 2 23 18 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 74 6
"1006" 82 0 18 0 25 18 11 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 72 8
"120" 82 0 18 2 26 20 9 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 75 6
"227" 85 0 18 2 27 20 11 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 78 5
"327" 86 0 17 2 28 19 15 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 81 3
"427" 84 0 19 1 25 20 10 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 1 0 0 0 3 0 0 0 0 0 75 7
"527" 84 0 17 4 26 17 10 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 0 2 0 0 0 0 0 3 0 0 1 0 0 74 7
