"N" "Gill,Gill" "Gill,GIT" "Gill,Lung" "Gill,Mouth" "Gill,Skin" "Gill,Swimbladder" "GIT,Gill" "GIT,GIT" "GIT,Lung" "GIT,Mouth" "GIT,Skin" "GIT,Swimbladder" "Lung,Gill" "Lung,GIT" "Lung,Lung" "Lung,Mouth" "Lung,Skin" "Lung,Swimbladder" "Mouth,Gill" "Mouth,GIT" "Mouth,Lung" "Mouth,Mouth" "Mouth,Skin" "Mouth,Swimbladder" "Skin,Gill" "Skin,GIT" "Skin,Lung" "Skin,Mouth" "Skin,Skin" "Skin,Swimbladder" "Swimbladder,Gill" "Swimbladder,GIT" "Swimbladder,Lung" "Swimbladder,Mouth" "Swimbladder,Skin" "Swimbladder,Swimbladder" "gains" "losses"
"1741" 82 0 19 2 23 18 13 0 0 0 0 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 75 5
"1841" 84 0 17 1 26 19 12 1 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 75 6
"1941" 82 0 18 2 24 19 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 77 4
"2041" 82 0 18 2 26 18 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 75 5
"2161" 82 0 17 2 25 19 14 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 5
"2243" 82 0 17 0 25 19 13 2 0 0 0 0 0 1 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 74 7
"2341" 82 0 18 0 26 19 11 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 74 6
"2441" 82 0 17 2 23 19 14 1 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 75 6
"2541" 82 0 18 3 25 19 12 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"2641" 81 0 18 0 23 19 12 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 72 8
"2741" 81 0 18 2 24 19 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 74 6
"2841" 82 0 17 2 26 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"2941" 81 0 17 0 24 19 11 1 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 71 9
"3041" 81 0 17 2 25 19 12 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 75 5
"3161" 86 0 19 0 26 18 13 1 0 0 0 1 0 2 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 76 7
"3243" 81 0 18 0 25 19 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 6
"3341" 81 0 18 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"3441" 83 0 18 0 25 19 14 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 76 6
"3541" 82 0 16 3 25 19 13 1 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 76 5
"3641" 83 0 18 0 24 19 14 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 75 7
"3741" 82 0 18 2 24 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 76 5
"3841" 82 0 17 2 26 18 12 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 75 5
"3941" 85 0 18 0 26 17 13 1 0 0 0 0 0 1 1 0 0 0 0 5 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 74 7
"4041" 86 0 18 1 26 18 12 1 0 0 0 0 0 2 1 0 0 0 0 4 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 75 8
"4161" 85 0 19 0 25 19 12 0 0 0 1 0 0 2 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 75 8
"4243" 82 0 18 1 24 19 11 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 73 7
"4341" 82 0 19 1 25 19 12 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 76 4
"4441" 83 0 19 2 24 19 12 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 76 5
"4541" 83 0 18 0 24 19 14 0 0 0 0 0 0 3 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 75 6
"4641" 83 0 18 2 26 20 11 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 77 4
"4741" 82 0 18 1 24 19 14 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 76 5
"4841" 83 0 17 2 26 20 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 76 5
"4941" 83 0 20 1 25 19 13 0 0 1 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 3
"5041" 83 0 18 2 25 21 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 77 4
"5161" 82 0 17 2 26 18 12 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 75 6
"5243" 85 0 19 0 25 19 13 1 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 76 8
"5341" 82 0 17 2 26 19 13 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"5441" 81 0 18 0 25 19 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 6
"5541" 83 0 19 2 24 19 12 0 0 0 0 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 76 5
"5641" 81 0 18 0 25 19 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 6
"5741" 81 0 18 2 25 19 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 75 6
"5841" 85 0 17 3 25 19 11 1 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 75 8
"5941" 82 0 17 2 24 19 12 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 74 6
"6041" 85 0 17 0 26 19 13 1 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 75 9
"6161" 82 0 19 2 25 19 11 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 76 4
"6243" 83 0 17 2 24 19 13 1 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 75 5
"6341" 82 0 18 0 25 19 12 0 0 0 0 0 0 3 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 74 7
"6441" 82 0 17 2 24 19 13 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 75 6
"6541" 82 0 18 0 23 19 13 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 73 7
"6641" 84 0 18 3 25 19 12 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 77 6
"6741" 82 0 18 2 25 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 76 6
"6841" 82 0 18 2 25 19 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 76 6
"6941" 83 0 18 1 23 18 12 0 0 0 0 0 0 0 0 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 72 8
"7041" 81 0 18 2 26 19 11 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 76 5
"7161" 81 0 16 2 25 19 12 2 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 74 6
"7243" 82 0 18 2 26 19 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"7341" 86 0 18 2 26 19 14 0 0 0 0 0 0 1 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 79 5
"7441" 81 0 17 2 25 19 12 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 75 5
"7541" 81 0 18 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"7641" 82 0 18 0 25 19 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 75 6
"7741" 82 0 18 2 25 18 11 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 74 6
"7841" 83 0 19 1 25 19 12 0 0 0 0 0 1 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 76 5
"7941" 81 0 18 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"8041" 81 0 18 2 22 19 13 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 74 6
"8161" 82 0 18 2 23 19 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 76 4
"8243" 81 0 18 2 23 19 13 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 75 5
"8341" 82 0 18 2 24 20 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 77 4
"8441" 82 0 18 2 25 18 14 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 77 4
"8541" 83 0 17 0 25 19 12 3 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 73 10
"8641" 83 0 17 0 24 19 14 2 0 0 0 0 0 1 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 74 7
"8741" 82 0 18 2 26 18 12 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 76 4
"8841" 82 0 16 2 23 19 12 2 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 72 8
"8941" 82 0 17 0 25 19 12 2 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 73 8
"9041" 81 0 18 2 24 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 76 4
"9161" 82 0 18 1 26 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"9243" 83 0 18 2 25 18 12 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 75 6
"9341" 82 0 18 2 24 20 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 77 4
"9441" 81 0 18 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 77 3
"9541" 82 0 18 2 23 20 11 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 74 6
"9641" 81 0 18 2 24 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 76 4
"9741" 81 0 18 2 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"9841" 82 0 18 0 24 19 14 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 75 6
"9941" 85 0 18 0 25 18 11 0 0 0 0 0 0 2 0 0 0 0 2 4 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 2 0 72 9
"10041" 82 0 18 1 24 19 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 75 6
"1162" 83 0 17 1 28 19 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 79 2
"2162" 82 0 17 3 26 20 13 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 79 2
"3162" 84 0 18 2 27 20 15 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82 2
"4162" 83 0 17 2 27 21 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 81 2
"5162" 81 0 17 2 27 20 12 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 78 3
"6162" 84 0 17 1 26 20 13 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 77 7
"7162" 83 0 15 2 27 22 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 80 1
"8162" 83 0 17 2 25 20 15 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 79 2
"9162" 82 0 17 0 28 19 13 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 77 3
"1043" 81 0 17 0 26 20 13 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 76 4
"1163" 81 0 17 2 26 20 13 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 78 3
"1243" 85 0 16 2 27 21 11 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 0 0 2 0 0 0 1 0 77 6
"1342" 81 0 17 2 27 20 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 1
"1442" 84 0 17 0 26 20 11 0 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 0 4 0 0 1 0 0 74 8
"1542" 81 0 17 2 27 20 11 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 77 4
"1642" 83 0 14 3 27 20 10 2 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 74 6
"1742" 81 0 17 0 26 20 13 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 76 5
"1842" 81 0 17 2 26 20 11 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 76 5
"1942" 87 0 18 4 26 20 14 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 82 4
"2042" 84 0 16 2 26 19 14 1 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 77 5
"2163" 84 0 18 1 28 19 11 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 1 0 77 4
"2244" 81 0 17 2 27 20 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 1
"2342" 82 0 15 2 27 19 14 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 77 5
"2442" 86 0 17 1 27 22 11 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 3 0 0 0 0 0 78 5
"2542" 82 0 17 0 27 20 12 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 76 4
"2642" 81 0 17 2 27 20 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 1
"2742" 81 0 17 0 26 20 14 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 77 3
"2842" 83 0 17 0 26 20 10 0 0 0 0 0 0 2 0 0 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 73 8
"2942" 81 0 17 2 27 20 13 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 79 2
"3042" 81 0 17 2 27 20 13 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 79 2
"3163" 83 0 17 3 27 20 11 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 78 5
"3244" 82 0 17 1 26 21 11 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 0 0 1 0 0 76 4
"3342" 85 0 17 2 26 20 15 0 0 1 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 80 3
"3442" 82 0 15 2 27 20 11 2 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 75 5
"3542" 81 0 17 2 26 20 13 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 78 2
"3642" 81 0 17 2 27 20 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 1
"3742" 83 0 16 2 27 20 15 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 80 2
"3842" 83 0 18 1 25 20 14 0 0 0 1 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 4
"3942" 82 0 17 2 26 20 13 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 78 3
"4042" 83 0 17 2 24 21 11 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 4 0 0 1 0 0 75 5
"4163" 82 0 17 0 27 20 13 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 77 4
"4244" 81 0 17 2 27 20 11 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 77 4
"4342" 81 0 17 0 27 20 14 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 3
"4442" 86 0 16 1 29 19 12 0 0 0 0 0 0 1 1 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 77 6
"4542" 83 0 17 2 27 20 11 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 77 5
"4642" 82 0 15 1 27 21 13 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 77 4
"4742" 84 0 18 3 28 19 9 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 77 4
"4842" 81 0 17 2 25 20 14 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 78 2
"4942" 85 0 17 2 27 20 14 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 80 4
"5042" 84 0 19 2 26 20 14 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 2
"5163" 81 0 15 2 27 20 13 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 77 4
"5244" 82 0 18 2 26 19 13 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 78 3
"5342" 82 0 17 0 27 20 13 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 77 5
"5442" 81 0 17 2 26 20 11 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 76 5
"5542" 81 0 15 2 27 20 14 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 3
"5642" 83 0 16 3 27 20 13 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 79 3
"5742" 83 0 17 2 27 20 14 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 1
"5842" 81 0 17 2 27 20 11 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 77 4
"5942" 83 0 15 3 27 19 15 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 79 3
"6042" 84 0 15 2 26 20 15 2 0 0 0 0 0 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 4
"6163" 84 0 16 1 27 20 11 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 75 7
"6244" 81 0 17 2 26 20 14 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 79 2
"6342" 84 0 18 2 28 19 11 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 78 5
"6442" 81 0 17 2 27 20 13 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 79 2
"6542" 83 0 17 2 27 21 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 81 1
"6642" 82 0 15 2 27 20 12 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 76 6
"6742" 82 0 17 2 27 20 11 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 77 5
"6842" 83 0 17 2 27 20 12 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 78 5
"6942" 83 0 17 0 26 20 13 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 76 5
"7042" 81 0 17 2 27 20 13 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 79 2
"7163" 83 0 16 2 27 21 12 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 78 2
"7244" 81 0 17 2 27 20 13 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 79 2
"7342" 82 0 17 1 26 21 11 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 76 5
"7442" 81 0 17 2 27 20 14 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 1
"7542" 82 0 17 0 27 21 11 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 76 6
"7642" 81 0 17 2 27 20 12 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 78 2
"7742" 81 0 17 2 26 20 13 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 78 3
"7842" 82 0 17 2 27 19 15 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 1
"7942" 83 0 18 2 26 19 11 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 76 5
"8042" 83 0 17 3 27 20 10 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 77 5
