"N" "Am,Am" "Am,Aq" "Aq,Am" "Aq,Aq"
"8113" 91 0 2 89 0
"8211" 90 0 3 87 0
"839" 90 0 2 88 0
"849" 88 0 3 85 0
"859" 91 0 3 88 0
"869" 88 0 2 86 0
"879" 88 0 2 86 0
"889" 90 0 2 88 0
"899" 86 0 2 84 0
"909" 90 0 1 89 0
"9113" 88 0 5 83 0
"9211" 88 0 1 87 0
"939" 89 0 2 87 0
"949" 89 0 2 87 0
"959" 86 0 0 86 0
"969" 89 0 2 87 0
"979" 87 0 0 87 0
"989" 93 0 8 85 0
"999" 86 0 1 85 0
"1009" 90 0 3 87 0
"140" 91 0 2 89 0
"240" 88 0 2 86 0
"340" 90 0 3 87 0
"440" 89 0 3 86 0
"540" 89 0 2 87 0
"640" 97 0 7 90 0
"740" 88 0 2 86 0
"840" 88 0 2 86 0
"940" 89 0 2 87 0
"1011" 89 0 2 87 0
"1114" 91 0 3 88 0
"1211" 86 0 1 85 0
"1310" 87 0 1 86 0
"1410" 88 0 1 87 0
"1510" 88 0 1 87 0
"1610" 88 0 2 86 0
"1710" 88 0 2 86 0
"1810" 90 0 2 88 0
"1910" 87 0 0 87 0
"2010" 89 0 3 86 0
"2114" 88 0 1 87 0
"2212" 88 0 2 86 0
"2310" 86 0 0 86 0
"2410" 89 0 1 88 0
"2510" 88 0 2 86 0
"2610" 96 0 6 90 0
"2710" 86 0 0 86 0
"2810" 98 0 6 92 0
"2910" 92 0 3 89 0
"3010" 86 0 0 86 0
"3114" 89 0 2 87 0
"3212" 88 0 1 87 0
"3310" 87 0 0 87 0
"3410" 89 0 2 87 0
"3510" 93 0 4 89 0
"3610" 89 0 3 86 0
"3710" 89 0 2 87 0
"3810" 89 0 2 87 0
"3910" 88 0 2 86 0
"4010" 88 0 3 85 0
"4114" 95 0 7 88 0
"4212" 95 0 6 89 0
"4310" 90 0 2 88 0
"4410" 93 0 3 90 0
"4510" 86 0 1 85 0
"4610" 88 0 2 86 0
"4710" 92 0 7 85 0
"4810" 89 0 3 86 0
"4910" 93 0 4 89 0
"5010" 91 0 4 87 0
"5114" 88 0 1 87 0
"5212" 86 0 0 86 0
"5310" 92 0 3 89 0
"5410" 96 0 5 91 0
"5510" 87 0 3 84 0
"5610" 89 0 2 87 0
"5710" 86 0 0 86 0
"5810" 88 0 1 87 0
"5910" 86 0 0 86 0
"6010" 90 0 4 86 0
"6114" 90 0 1 89 0
"6212" 88 0 2 86 0
"6310" 87 0 2 85 0
"6410" 88 0 2 86 0
"6510" 87 0 0 87 0
"6610" 90 0 4 86 0
"6710" 87 0 1 86 0
"6810" 90 0 3 87 0
"6910" 94 0 7 87 0
"7010" 89 0 2 87 0
"7114" 90 0 3 87 0
"7212" 89 0 2 87 0
"7310" 88 0 2 86 0
"7410" 90 0 3 87 0
"7510" 88 0 2 86 0
"7610" 93 0 5 88 0
"7710" 86 0 1 85 0
"7810" 86 0 1 85 0
"7910" 86 0 1 85 0
"8010" 89 0 3 86 0
"8114" 91 0 4 87 0
"8212" 87 0 1 86 0
"8310" 91 0 2 89 0
"8410" 92 0 5 87 0
"8510" 87 0 2 85 0
"8610" 86 0 0 86 0
"8710" 91 0 5 86 0
"8810" 87 0 1 86 0
"8910" 94 0 5 89 0
"9010" 87 0 0 87 0
"9114" 92 0 2 90 0
"9212" 90 0 3 87 0
"9310" 93 0 4 89 0
"9410" 89 0 3 86 0
"9510" 86 0 1 85 0
"9610" 94 0 7 87 0
"9710" 92 0 3 89 0
"9810" 91 0 2 89 0
"9910" 88 0 1 87 0
"10010" 86 0 1 85 0
"150" 94 0 5 89 0
"250" 85 0 0 85 0
"350" 87 0 2 85 0
"450" 89 0 2 87 0
"550" 89 0 3 86 0
"650" 86 0 1 85 0
"750" 88 0 2 86 0
"850" 92 0 4 88 0
"950" 86 0 1 85 0
"1012" 87 0 1 86 0
"1115" 89 0 3 86 0
"1212" 88 0 2 86 0
"1311" 88 0 2 86 0
"1411" 89 0 3 86 0
"1511" 91 0 6 85 0
"1611" 91 0 3 88 0
"1711" 89 0 3 86 0
"1811" 87 0 3 84 0
"1911" 88 0 2 86 0
"2011" 89 0 3 86 0
"2115" 87 0 2 85 0
"2213" 89 0 2 87 0
"2311" 88 0 3 85 0
"2411" 92 0 5 87 0
"2511" 92 0 3 89 0
"2611" 86 0 1 85 0
"2711" 87 0 2 85 0
"2811" 87 0 1 86 0
"2911" 90 0 4 86 0
"3011" 85 0 1 84 0
"3115" 90 0 6 84 0
"3213" 93 0 4 89 0
"3311" 88 0 3 85 0
"3411" 87 0 1 86 0
"3511" 86 0 2 84 0
"3611" 85 0 0 85 0
"3711" 85 0 0 85 0
"3811" 89 0 2 87 0
"3911" 89 0 3 86 0
"4011" 86 0 2 84 0
"4115" 86 0 1 85 0
"4213" 86 0 1 85 0
"4311" 85 0 0 85 0
"4411" 89 0 2 87 0
"4511" 95 0 6 89 0
"4611" 86 0 1 85 0
"4711" 85 0 0 85 0
"4811" 91 0 4 87 0
"4911" 85 0 0 85 0
"5011" 87 0 3 84 0
"5115" 91 0 4 87 0
"5213" 89 0 3 86 0
"5311" 87 0 2 85 0
"5411" 85 0 0 85 0
"5511" 88 0 3 85 0
"5611" 88 0 1 87 0
"5711" 86 0 1 85 0
"5811" 89 0 2 87 0
"5911" 88 0 2 86 0
"6011" 87 0 1 86 0
"6115" 88 0 3 85 0
"6213" 85 0 1 84 0
"6311" 90 0 3 87 0
"6411" 88 0 2 86 0
"6511" 88 0 3 85 0
"6611" 90 0 3 87 0
"6711" 85 0 0 85 0
"6811" 85 0 0 85 0
"6911" 87 0 1 86 0
"7011" 87 0 1 86 0
"7115" 88 0 3 85 0
"7213" 92 0 4 88 0
"7311" 88 0 2 86 0
"7411" 88 0 2 86 0
"7511" 89 0 2 87 0
"7611" 86 0 0 86 0
"7711" 89 0 3 86 0
"7811" 87 0 2 85 0
"7911" 87 0 2 85 0
"8011" 95 0 6 89 0
"8115" 89 0 2 87 0
"8213" 87 0 2 85 0
"8311" 94 0 6 88 0
"8411" 87 0 1 86 0
"8511" 92 0 6 86 0
"8611" 87 0 2 85 0
"8711" 89 0 3 86 0
"8811" 88 0 3 85 0
"8911" 96 0 7 89 0
"9011" 87 0 1 86 0
"9115" 87 0 2 85 0
"9213" 85 0 0 85 0
"9311" 88 0 3 85 0
"9411" 85 0 0 85 0
"9511" 87 0 1 86 0
"9611" 85 0 0 85 0
"9711" 86 0 1 85 0
"9811" 87 0 3 84 0
"9911" 90 0 3 87 0
"10011" 87 0 1 86 0
"160" 87 0 1 86 0
"260" 88 0 2 86 0
"360" 87 0 2 85 0
"460" 86 0 1 85 0
"560" 88 0 1 87 0
"660" 89 0 3 86 0
"760" 89 0 2 87 0
"860" 90 0 3 87 0
"960" 90 0 2 88 0
"1013" 89 0 4 85 0
"1116" 87 0 2 85 0
"1213" 89 0 2 87 0
"1312" 89 0 3 86 0
"1412" 91 0 4 87 0
"1512" 89 0 2 87 0
"1612" 87 0 2 85 0
"1712" 88 0 2 86 0
"1812" 88 0 1 87 0
"1912" 85 0 0 85 0
"2012" 87 0 2 85 0
"2116" 89 0 3 86 0
"2214" 91 0 6 85 0
"2312" 87 0 2 85 0
"2412" 90 0 3 87 0
"2512" 88 0 4 84 0
"2612" 92 0 7 85 0
"2712" 86 0 2 84 0
"2812" 89 0 2 87 0
"2912" 89 0 3 86 0
"3012" 86 0 2 84 0
"3116" 91 0 4 87 0
"3214" 85 0 0 85 0
"3312" 87 0 1 86 0
"3412" 93 0 5 88 0
"3512" 93 0 5 88 0
"3612" 89 0 3 86 0
"3712" 89 0 4 85 0
"3812" 88 0 1 87 0
"3912" 90 0 4 86 0
"4012" 85 0 0 85 0
"4116" 93 0 5 88 0
"4214" 88 0 1 87 0
"4312" 87 0 1 86 0
"4412" 88 0 3 85 0
"4512" 89 0 2 87 0
"4612" 88 0 2 86 0
"4712" 87 0 1 86 0
"4812" 89 0 2 87 0
"4912" 86 0 1 85 0
"5012" 88 0 3 85 0
"5116" 90 0 2 88 0
"5214" 89 0 3 86 0
"5312" 85 0 0 85 0
"5412" 89 0 3 86 0
"5512" 87 0 2 85 0
"5612" 87 0 1 86 0
"5712" 90 0 4 86 0
"5812" 91 0 4 87 0
"5912" 88 0 2 86 0
"6012" 90 0 3 87 0
"6116" 91 0 4 87 0
"6214" 88 0 1 87 0
"6312" 88 0 2 86 0
"6412" 92 0 3 89 0
"6512" 86 0 1 85 0
"6612" 92 0 4 88 0
"6712" 87 0 0 87 0
"6812" 85 0 1 84 0
"6912" 87 0 1 86 0
"7012" 86 0 0 86 0
"7116" 88 0 2 86 0
"7214" 91 0 5 86 0
"7312" 87 0 3 84 0
"7412" 90 0 4 86 0
"7512" 92 0 4 88 0
"7612" 88 0 1 87 0
"7712" 86 0 1 85 0
"7812" 85 0 1 84 0
"7912" 87 0 1 86 0
"8012" 87 0 2 85 0
"8116" 90 0 2 88 0
"8214" 90 0 4 86 0
"8312" 91 0 3 88 0
"8412" 93 0 5 88 0
"8512" 89 0 3 86 0
"8612" 87 0 2 85 0
"8712" 87 0 2 85 0
"8812" 87 0 2 85 0
"8912" 89 0 2 87 0
"9012" 90 0 2 88 0
"9116" 92 0 7 85 0
"9214" 88 0 2 86 0
"9312" 90 0 3 87 0
"9412" 89 0 3 86 0
"9512" 87 0 3 84 0
"9612" 87 0 2 85 0
"9712" 87 0 2 85 0
"9812" 94 0 6 88 0
"9912" 89 0 3 86 0
"10012" 91 0 6 85 0
"170" 88 0 2 86 0
"270" 92 0 3 89 0
"370" 89 0 1 88 0
"470" 91 0 2 89 0
"570" 90 0 2 88 0
"670" 91 0 4 87 0
"770" 92 0 4 88 0
"870" 89 0 1 88 0
"970" 89 0 2 87 0
"1014" 89 0 2 87 0
"1117" 92 0 3 89 0
"1214" 87 0 0 87 0
"1313" 90 0 2 88 0
"1413" 89 0 2 87 0
"1513" 87 0 1 86 0
"1613" 87 0 1 86 0
"1713" 89 0 1 88 0
"1813" 92 0 3 89 0
"1913" 87 0 2 85 0
"2013" 91 0 4 87 0
"2117" 90 0 1 89 0
"2215" 90 0 5 85 0
"2313" 88 0 0 88 0
"2413" 88 0 1 87 0
"2513" 86 0 0 86 0
"2613" 91 0 3 88 0
"2713" 91 0 2 89 0
"2813" 91 0 2 89 0
"2913" 91 0 3 88 0
"3013" 88 0 2 86 0
"3117" 92 0 3 89 0
"3215" 91 0 5 86 0
"3313" 86 0 0 86 0
"3413" 93 0 5 88 0
"3513" 86 0 1 85 0
"3613" 89 0 1 88 0
"3713" 88 0 1 87 0
"3813" 92 0 5 87 0
"3913" 88 0 1 87 0
"4013" 89 0 2 87 0
"4117" 90 0 2 88 0
"4215" 88 0 1 87 0
"4313" 92 0 4 88 0
"4413" 92 0 4 88 0
"4513" 87 0 1 86 0
"4613" 89 0 1 88 0
"4713" 88 0 2 86 0
"4813" 89 0 2 87 0
"4913" 86 0 0 86 0
"5013" 88 0 2 86 0
"5117" 92 0 3 89 0
"5215" 93 0 4 89 0
"5313" 91 0 2 89 0
"5413" 87 0 1 86 0
"5513" 94 0 5 89 0
"5613" 92 0 4 88 0
"5713" 87 0 1 86 0
"5813" 86 0 0 86 0
"5913" 88 0 1 87 0
"6013" 88 0 2 86 0
"6117" 88 0 2 86 0
"6215" 90 0 2 88 0
"6313" 87 0 2 85 0
"6413" 93 0 3 90 0
"6513" 86 0 0 86 0
"6613" 91 0 5 86 0
"6713" 91 0 3 88 0
"6813" 87 0 2 85 0
"6913" 90 0 3 87 0
"7013" 87 0 1 86 0
"7117" 89 0 1 88 0
"7215" 87 0 1 86 0
"7313" 86 0 0 86 0
"7413" 93 0 4 89 0
"7513" 93 0 4 89 0
"7613" 87 0 1 86 0
"7713" 89 0 3 86 0
"7813" 90 0 2 88 0
"7913" 90 0 2 88 0
"8013" 88 0 1 87 0
"8117" 91 0 4 87 0
"8215" 89 0 2 87 0
"8313" 93 0 4 89 0
"8413" 90 0 2 88 0
"8513" 90 0 2 88 0
"8613" 93 0 3 90 0
"8713" 87 0 1 86 0
"8813" 94 0 5 89 0
"8913" 93 0 4 89 0
"9013" 86 0 0 86 0
"9117" 87 0 1 86 0
"9215" 88 0 2 86 0
"9313" 86 0 0 86 0
"9413" 89 0 2 87 0
"9513" 92 0 4 88 0
"9613" 89 0 1 88 0
"9713" 88 0 1 87 0
"9813" 89 0 3 86 0
"9913" 88 0 1 87 0
"10013" 86 0 0 86 0
"180" 96 0 8 88 0
"280" 95 0 6 89 0
"380" 95 0 3 92 0
"480" 98 0 6 92 0
"580" 89 0 1 88 0
"680" 89 0 0 89 0
"780" 92 0 2 90 0
"880" 89 0 0 89 0
"980" 91 0 2 89 0
"1015" 94 0 4 90 0
"1118" 90 0 1 89 0
"1215" 91 0 2 89 0
"1314" 93 0 3 90 0
"1414" 95 0 4 91 0
"1514" 94 0 2 92 0
"1614" 92 0 2 90 0
"1714" 97 0 7 90 0
"1814" 92 0 3 89 0
"1914" 96 0 5 91 0
"2014" 92 0 2 90 0
"2118" 89 0 3 86 0
"2216" 89 0 0 89 0
"2314" 93 0 3 90 0
"2414" 93 0 2 91 0
"2514" 92 0 3 89 0
"2614" 91 0 1 90 0
"2714" 92 0 2 90 0
"2814" 93 0 2 91 0
"2914" 95 0 4 91 0
"3014" 90 0 1 89 0
"3118" 90 0 2 88 0
"3216" 89 0 1 88 0
"3314" 90 0 1 89 0
"3414" 91 0 1 90 0
"3514" 93 0 2 91 0
"3614" 94 0 3 91 0
"3714" 91 0 1 90 0
"3814" 94 0 3 91 0
"3914" 92 0 4 88 0
"4014" 93 0 4 89 0
"4118" 97 0 4 93 0
"4216" 91 0 1 90 0
"4314" 95 0 4 91 0
"4414" 97 0 6 91 0
"4514" 89 0 4 85 0
"4614" 93 0 2 91 0
"4714" 96 0 6 90 0
"4814" 90 0 1 89 0
"4914" 92 0 4 88 0
"5014" 91 0 2 89 0
"5118" 93 0 3 90 0
"5216" 91 0 2 89 0
"5314" 99 0 5 94 0
"5414" 91 0 1 90 0
"5514" 90 0 3 87 0
"5614" 96 0 5 91 0
"5714" 96 0 4 92 0
"5814" 89 0 4 85 0
"5914" 96 0 5 91 0
"6014" 98 0 6 92 0
"6118" 91 0 1 90 0
"6216" 91 0 3 88 0
"6314" 92 0 3 89 0
"6414" 91 0 4 87 0
"6514" 89 0 1 88 0
"6614" 90 0 2 88 0
"6714" 90 0 0 90 0
"6814" 91 0 1 90 0
"6914" 91 0 1 90 0
"7014" 89 0 0 89 0
"7118" 89 0 0 89 0
"7216" 95 0 4 91 0
"7314" 95 0 3 92 0
"7414" 90 0 3 87 0
"7514" 89 0 0 89 0
"7614" 91 0 1 90 0
"7714" 94 0 3 91 0
"7814" 91 0 3 88 0
"7914" 90 0 2 88 0
"8014" 89 0 0 89 0
"8118" 93 0 2 91 0
"8216" 90 0 0 90 0
"8314" 95 0 3 92 0
"8414" 92 0 2 90 0
"8514" 89 0 1 88 0
"8614" 90 0 1 89 0
"8714" 92 0 3 89 0
"8814" 92 0 2 90 0
"8914" 90 0 1 89 0
"9014" 89 0 0 89 0
"9118" 93 0 4 89 0
"9216" 89 0 1 88 0
"9314" 91 0 2 89 0
"9414" 89 0 0 89 0
"9514" 92 0 2 90 0
"9614" 91 0 2 89 0
"9714" 98 0 6 92 0
"9814" 92 0 4 88 0
"9914" 93 0 4 89 0
"10014" 95 0 4 91 0
"190" 88 0 2 86 0
"290" 88 0 1 87 0
"390" 92 0 4 88 0
"490" 91 0 5 86 0
"590" 89 0 3 86 0
"690" 91 0 4 87 0
"790" 92 0 4 88 0
"890" 97 0 5 92 0
"990" 89 0 3 86 0
"1016" 90 0 3 87 0
"1119" 90 0 4 86 0
"1216" 89 0 1 88 0
"1315" 87 0 2 85 0
"1415" 91 0 4 87 0
"1515" 90 0 3 87 0
"1615" 92 0 2 90 0
"1715" 89 0 2 87 0
"1815" 93 0 5 88 0
"1915" 92 0 4 88 0
"2015" 89 0 2 87 0
"2119" 89 0 2 87 0
"2217" 91 0 4 87 0
"2315" 98 0 8 90 0
"2415" 91 0 3 88 0
"2515" 88 0 1 87 0
"2615" 92 0 3 89 0
"2715" 89 0 1 88 0
"2815" 91 0 5 86 0
"2915" 89 0 2 87 0
"3015" 89 0 3 86 0
"3119" 88 0 2 86 0
"3217" 92 0 3 89 0
"3315" 88 0 1 87 0
"3415" 92 0 3 89 0
"3515" 87 0 1 86 0
"3615" 95 0 5 90 0
"3715" 89 0 3 86 0
"3815" 90 0 3 87 0
"3915" 89 0 1 88 0
"4015" 87 0 1 86 0
"4119" 87 0 2 85 0
"4217" 95 0 6 89 0
"4315" 88 0 2 86 0
"4415" 93 0 5 88 0
"4515" 91 0 2 89 0
"4615" 87 0 2 85 0
"4715" 89 0 2 87 0
"4815" 94 0 4 90 0
"4915" 88 0 2 86 0
"5015" 87 0 1 86 0
"5119" 92 0 5 87 0
"5217" 90 0 5 85 0
"5315" 91 0 3 88 0
"5415" 87 0 2 85 0
"5515" 92 0 3 89 0
"5615" 93 0 4 89 0
"5715" 87 0 2 85 0
"5815" 87 0 2 85 0
"5915" 91 0 4 87 0
"6015" 91 0 5 86 0
"6119" 91 0 5 86 0
"6217" 92 0 8 84 0
"6315" 89 0 2 87 0
"6415" 90 0 3 87 0
"6515" 90 0 2 88 0
"6615" 91 0 3 88 0
"6715" 95 0 5 90 0
"6815" 88 0 2 86 0
"6915" 90 0 4 86 0
"7015" 92 0 3 89 0
"7119" 97 0 7 90 0
"7217" 90 0 3 87 0
"7315" 87 0 1 86 0
"7415" 89 0 2 87 0
"7515" 90 0 3 87 0
"7615" 93 0 5 88 0
"7715" 87 0 2 85 0
"7815" 87 0 1 86 0
"7915" 92 0 4 88 0
"8015" 90 0 2 88 0
"8119" 87 0 1 86 0
"8217" 93 0 3 90 0
"8315" 87 0 1 86 0
"8415" 90 0 2 88 0
"8515" 88 0 2 86 0
"8615" 90 0 4 86 0
"8715" 94 0 5 89 0
"8815" 87 0 1 86 0
"8915" 89 0 3 86 0
"9015" 90 0 2 88 0
"9119" 88 0 2 86 0
"9217" 88 0 2 86 0
"9315" 94 0 5 89 0
"9415" 91 0 4 87 0
"9515" 88 0 2 86 0
"9615" 87 0 1 86 0
"9715" 93 0 4 89 0
"9815" 88 0 2 86 0
"9915" 90 0 3 87 0
"10015" 89 0 3 86 0
"1100" 93 0 3 90 0
"2100" 96 0 4 92 0
"3100" 92 0 1 91 0
"4100" 92 0 2 90 0
"5100" 93 0 3 90 0
"6100" 90 0 1 89 0
"7100" 91 0 2 89 0
"8100" 91 0 2 89 0
"9100" 90 0 2 88 0
"1017" 89 0 0 89 0
"1120" 92 0 2 90 0
"1217" 94 0 3 91 0
"1316" 93 0 2 91 0
"1416" 91 0 1 90 0
"1516" 91 0 1 90 0
"1616" 98 0 5 93 0
"1716" 92 0 2 90 0
"1816" 95 0 3 92 0
"1916" 95 0 4 91 0
"2016" 97 0 5 92 0
"2120" 91 0 3 88 0
"2218" 91 0 1 90 0
"2316" 91 0 1 90 0
"2416" 89 0 0 89 0
"2516" 90 0 1 89 0
"2616" 93 0 5 88 0
"2716" 99 0 5 94 0
"2816" 91 0 2 89 0
"2916" 90 0 2 88 0
"3016" 91 0 2 89 0
"3120" 95 0 4 91 0
"3218" 92 0 2 90 0
"3316" 95 0 3 92 0
"3416" 92 0 3 89 0
"3516" 92 0 2 90 0
"3616" 93 0 3 90 0
"3716" 89 0 1 88 0
"3816" 93 0 3 90 0
"3916" 94 0 4 90 0
"4016" 93 0 4 89 0
"4120" 92 0 2 90 0
"4218" 89 0 1 88 0
"4316" 97 0 5 92 0
"4416" 91 0 3 88 0
"4516" 93 0 3 90 0
"4616" 92 0 2 90 0
"4716" 93 0 2 91 0
"4816" 90 0 2 88 0
"4916" 93 0 2 91 0
"5016" 92 0 2 90 0
"5120" 90 0 1 89 0
"5218" 97 0 5 92 0
"5316" 95 0 4 91 0
"5416" 89 0 1 88 0
"5516" 98 0 7 91 0
"5616" 92 0 2 90 0
"5716" 93 0 3 90 0
"5816" 93 0 2 91 0
"5916" 91 0 2 89 0
"6016" 89 0 1 88 0
"6120" 93 0 2 91 0
"6218" 95 0 5 90 0
"6316" 91 0 2 89 0
"6416" 92 0 2 90 0
"6516" 90 0 2 88 0
"6616" 93 0 2 91 0
"6716" 94 0 5 89 0
"6816" 92 0 2 90 0
"6916" 91 0 1 90 0
"7016" 91 0 1 90 0
"7120" 95 0 3 92 0
"7218" 93 0 3 90 0
"7316" 94 0 2 92 0
"7416" 95 0 3 92 0
"7516" 96 0 5 91 0
"7616" 92 0 2 90 0
"7716" 92 0 4 88 0
"7816" 96 0 3 93 0
"7916" 90 0 2 88 0
"8016" 91 0 1 90 0
"8120" 91 0 1 90 0
"8218" 93 0 2 91 0
"8316" 94 0 3 91 0
"8416" 96 0 4 92 0
"8516" 93 0 3 90 0
"8616" 91 0 2 89 0
"8716" 93 0 2 91 0
"8816" 96 0 4 92 0
"8916" 90 0 0 90 0
"9016" 93 0 4 89 0
"9120" 90 0 2 88 0
"9218" 91 0 3 88 0
"9316" 91 0 2 89 0
"9416" 91 0 3 88 0
"9516" 93 0 3 90 0
"9616" 93 0 2 91 0
"9716" 91 0 3 88 0
"9816" 95 0 4 91 0
"9916" 96 0 5 91 0
"10016" 97 0 6 91 0
"1101" 89 0 2 87 0
"2101" 91 0 3 88 0
"3101" 93 0 3 90 0
"4101" 91 0 2 89 0
"5101" 93 0 4 89 0
"6101" 95 0 9 86 0
"7101" 90 0 2 88 0
"8101" 98 0 7 91 0
"9101" 89 0 2 87 0
"1018" 95 0 4 91 0
"1121" 93 0 4 89 0
"1218" 88 0 0 88 0
"1317" 90 0 2 88 0
"1417" 89 0 2 87 0
"1517" 89 0 2 87 0
"1617" 96 0 5 91 0
"1717" 88 0 1 87 0
"1817" 91 0 3 88 0
"1917" 92 0 2 90 0
"2017" 88 0 1 87 0
"2121" 88 0 1 87 0
"2219" 91 0 3 88 0
"2317" 90 0 1 89 0
"2417" 96 0 6 90 0
"2517" 90 0 2 88 0
"2617" 92 0 2 90 0
"2717" 92 0 4 88 0
"2817" 88 0 1 87 0
"2917" 96 0 4 92 0
"3017" 89 0 2 87 0
"3121" 91 0 2 89 0
"3219" 91 0 4 87 0
"3317" 90 0 3 87 0
"3417" 91 0 3 88 0
"3517" 91 0 4 87 0
"3617" 92 0 3 89 0
"3717" 90 0 1 89 0
"3817" 92 0 3 89 0
"3917" 91 0 4 87 0
"4017" 91 0 2 89 0
"4121" 89 0 2 87 0
"4219" 91 0 2 89 0
"4317" 91 0 2 89 0
"4417" 91 0 3 88 0
"4517" 91 0 3 88 0
"4617" 93 0 4 89 0
"4717" 90 0 1 89 0
"4817" 92 0 3 89 0
"4917" 90 0 2 88 0
"5017" 93 0 4 89 0
"5121" 91 0 4 87 0
"5219" 89 0 2 87 0
"5317" 89 0 2 87 0
"5417" 89 0 1 88 0
"5517" 88 0 1 87 0
"5617" 95 0 4 91 0
"5717" 90 0 2 88 0
"5817" 94 0 4 90 0
"5917" 89 0 1 88 0
"6017" 90 0 2 88 0
"6121" 90 0 4 86 0
"6219" 88 0 1 87 0
"6317" 89 0 1 88 0
"6417" 90 0 2 88 0
"6517" 89 0 2 87 0
"6617" 89 0 2 87 0
"6717" 93 0 3 90 0
"6817" 93 0 2 91 0
"6917" 92 0 2 90 0
"7017" 90 0 4 86 0
"7121" 92 0 3 89 0
"7219" 88 0 1 87 0
"7317" 90 0 3 87 0
"7417" 88 0 0 88 0
"7517" 89 0 2 87 0
"7617" 92 0 2 90 0
"7717" 90 0 3 87 0
"7817" 91 0 2 89 0
"7917" 90 0 2 88 0
"8017" 88 0 1 87 0
"8121" 92 0 3 89 0
"8219" 88 0 2 86 0
"8317" 90 0 2 88 0
"8417" 91 0 2 89 0
"8517" 90 0 2 88 0
"8617" 96 0 7 89 0
"8717" 90 0 2 88 0
"8817" 92 0 4 88 0
"8917" 89 0 2 87 0
"9017" 92 0 3 89 0
"9121" 90 0 2 88 0
"9219" 88 0 2 86 0
"9317" 92 0 3 89 0
"9417" 94 0 4 90 0
"9517" 91 0 2 89 0
"9617" 93 0 3 90 0
"9717" 91 0 4 87 0
"9817" 88 0 2 86 0
"9917" 90 0 1 89 0
"10017" 94 0 3 91 0
"1102" 89 0 2 87 0
"2102" 93 0 5 88 0
"3102" 87 0 1 86 0
"4102" 90 0 3 87 0
"5102" 92 0 7 85 0
"6102" 92 0 4 88 0
"7102" 88 0 0 88 0
"8102" 89 0 2 87 0
"9102" 93 0 5 88 0
"1019" 92 0 3 89 0
"1122" 89 0 2 87 0
"1219" 88 0 0 88 0
"1318" 89 0 3 86 0
"1418" 87 0 0 87 0
"1518" 99 0 6 93 0
"1618" 90 0 3 87 0
"1718" 91 0 2 89 0
"1818" 92 0 4 88 0
"1918" 90 0 3 87 0
"2018" 92 0 4 88 0
"2122" 89 0 1 88 0
"2220" 92 0 2 90 0
"2318" 90 0 4 86 0
"2418" 92 0 3 89 0
"2518" 89 0 2 87 0
"2618" 88 0 1 87 0
"2718" 88 0 1 87 0
"2818" 90 0 3 87 0
"2918" 87 0 0 87 0
"3018" 95 0 6 89 0
"3122" 92 0 3 89 0
"3220" 92 0 3 89 0
"3318" 88 0 0 88 0
"3418" 88 0 0 88 0
"3518" 89 0 1 88 0
"3618" 93 0 4 89 0
"3718" 95 0 5 90 0
"3818" 93 0 5 88 0
"3918" 88 0 0 88 0
"4018" 90 0 3 87 0
"4122" 91 0 2 89 0
"4220" 90 0 2 88 0
"4318" 88 0 1 87 0
"4418" 87 0 1 86 0
"4518" 87 0 1 86 0
"4618" 91 0 3 88 0
"4718" 87 0 1 86 0
"4818" 91 0 4 87 0
"4918" 87 0 1 86 0
"5018" 89 0 2 87 0
"5122" 91 0 2 89 0
"5220" 88 0 0 88 0
"5318" 92 0 2 90 0
"5418" 92 0 4 88 0
"5518" 91 0 3 88 0
"5618" 96 0 6 90 0
"5718" 89 0 2 87 0
"5818" 91 0 2 89 0
"5918" 95 0 7 88 0
"6018" 88 0 1 87 0
"6122" 92 0 4 88 0
"6220" 95 0 3 92 0
"6318" 89 0 2 87 0
"6418" 92 0 4 88 0
"6518" 92 0 3 89 0
"6618" 93 0 5 88 0
"6718" 93 0 6 87 0
"6818" 91 0 2 89 0
"6918" 89 0 2 87 0
"7018" 88 0 0 88 0
"7122" 91 0 4 87 0
"7220" 89 0 3 86 0
"7318" 94 0 4 90 0
"7418" 87 0 0 87 0
"7518" 87 0 1 86 0
"7618" 94 0 7 87 0
"7718" 89 0 2 87 0
"7818" 93 0 3 90 0
"7918" 89 0 1 88 0
"8018" 91 0 2 89 0
"8122" 90 0 2 88 0
"8220" 90 0 3 87 0
"8318" 90 0 2 88 0
"8418" 92 0 2 90 0
"8518" 88 0 2 86 0
"8618" 88 0 1 87 0
"8718" 89 0 2 87 0
"8818" 91 0 2 89 0
"8918" 89 0 2 87 0
"9018" 87 0 2 85 0
"9122" 91 0 2 89 0
"9220" 87 0 2 85 0
"9318" 89 0 1 88 0
"9418" 87 0 1 86 0
"9518" 88 0 1 87 0
"9618" 88 0 1 87 0
"9718" 94 0 4 90 0
"9818" 89 0 2 87 0
"9918" 90 0 3 87 0
"10018" 92 0 5 87 0
"1103" 85 0 1 84 0
"2103" 89 0 3 86 0
"3103" 89 0 3 86 0
"4103" 89 0 2 87 0
"5103" 90 0 5 85 0
"6103" 91 0 3 88 0
"7103" 95 0 7 88 0
"8103" 91 0 4 87 0
"9103" 87 0 2 85 0
"1020" 87 0 4 83 0
"1123" 88 0 2 86 0
"1220" 87 0 1 86 0
"1319" 87 0 1 86 0
"1419" 85 0 1 84 0
"1519" 86 0 1 85 0
